baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000020435.17	379.239289634278	4.64155114975257	0.206572484573728	22.4693581980709	8.277877843876e-112	2.59586723840457e-109
ENSMUSG00000084128.10	460.023189374065	4.29871207541696	0.191338165778839	22.4665688516409	8.81435137348308e-112	2.72284522950715e-109
ENSMUSG00000026380.10	355.033156305333	4.90569455665401	0.220688376124631	22.2290572924583	1.798720882098e-109	5.47472442599738e-107
ENSMUSG00000024011.17	390.578623383763	5.20750674276147	0.235671422255953	22.0964709802863	3.41756447677829e-108	1.02512075327363e-105
ENSMUSG00000002799.6	448.503111013588	4.5857704189708	0.207871006110332	22.0606543682037	7.54830562298565e-108	2.23181830684191e-105
ENSMUSG00000044041.4	973.372134265628	8.60651235243916	0.391402735630015	21.9888916682859	3.67862918472647e-107	1.0723463131871e-104
ENSMUSG00000044017.16	444.576310854729	6.28128129841252	0.286055220557722	21.9582823420104	7.2176121219224e-107	2.07476275121428e-104
ENSMUSG00000037411.10	7339.61681440135	-2.11106709570059	0.096257340592906	-21.9314920056723	1.3009122709943e-106	3.68835359900945e-104
ENSMUSG00000068876.16	639.836884714502	7.58089290299324	0.346432706079673	21.882728651058	3.79447738238445e-106	1.06127430247582e-103
ENSMUSG00000038732.15	761.086815863944	2.97863672915605	0.136716513446866	21.786956484329	3.08483997548228e-105	8.5129243963409e-103
ENSMUSG00000025813.14	500.561022534157	3.0939058340528	0.14233095710261	21.7374062328712	9.08921663371122e-105	2.47525679826212e-102
ENSMUSG00000026110.15	403.078737362492	3.49137141850929	0.160985739239135	21.6874577525345	2.69472838310652e-104	7.24321991495529e-102
ENSMUSG00000056724.15	632.394877998279	3.20549017334938	0.148705517967264	21.5559598404079	4.65516758892739e-103	1.23523081523116e-100
ENSMUSG00000063727.3	1672.24326184043	-2.42183321975137	0.112399086840533	-21.5467339444436	5.68161010380234e-103	1.48850992808098e-100
ENSMUSG00000033987.16	765.801316757634	4.69204866373151	0.218906042553184	21.4340755924614	6.42979700628491e-102	1.66346885798848e-99
ENSMUSG00000003526.12	346.91599516355	4.93714145818016	0.231099688795461	21.3636871772245	2.90916577335813e-101	7.43345728533251e-99
ENSMUSG00000022665.15	16097.6670439139	-1.6668935606154	0.0782335010146204	-21.3066466283273	9.85026070869833e-101	2.48622982790158e-98
ENSMUSG00000003279.17	470.408306277011	6.64521685686162	0.313024151735767	21.2290867014985	5.14527017095808e-100	1.28303200877493e-97
ENSMUSG00000000308.14	377.306853335235	6.08307301681967	0.286606929304635	21.2244450320109	5.67927294146367e-100	1.39933228654135e-97
ENSMUSG00000033644.5	535.119380350345	7.25036600096129	0.341629542589289	21.2228894082435	5.87033814146869e-100	1.42939280604679e-97
ENSMUSG00000023043.7	433.63424858206	6.16061795299905	0.293559416695626	20.9859319872768	8.81775143235668e-98	2.12210466738938e-95
ENSMUSG00000022055.7	430.695211754231	5.57900919262953	0.265933347345733	20.9789755527591	1.02068596615191e-97	2.42817671740759e-95
ENSMUSG00000041439.15	889.181890131309	2.84868564241894	0.136140781800668	20.9245576875699	3.20019236331351e-97	7.52663424357951e-95
ENSMUSG00000044646.15	637.803122682853	3.26750029868025	0.156959812865043	20.8174324308713	3.00881398438363e-96	6.99701382413348e-94
ENSMUSG00000016028.11	383.566666431856	6.34793756493664	0.305033747349169	20.810607416727	3.46921507230662e-96	7.97803826128113e-94
ENSMUSG00000017861.11	456.08872197938	3.32646704807864	0.160065015183607	20.7819744012327	6.3013218104308e-96	1.4331698627526e-93
ENSMUSG00000029832.16	326.535099091337	4.89280028547618	0.235984440691357	20.7335715487931	1.72500654933086e-95	3.88070223385878e-93
ENSMUSG00000021678.9	345.358230950258	4.21976584667446	0.203985975004882	20.6865488991264	4.57832316811938e-95	1.01889843667276e-92
ENSMUSG00000057963.9	695.806827970871	3.1879608054681	0.154675165133911	20.6106830576719	2.20103883921698e-94	4.84626604843338e-92
ENSMUSG00000041362.17	466.508912332925	3.37960518611454	0.164468217064741	20.5486825748479	7.90802734737769e-94	1.72286781061764e-91
ENSMUSG00000025582.4	426.263580264403	3.10578889041656	0.151348309812331	20.520803266767	1.40373844557527e-93	3.02637235500744e-91
ENSMUSG00000028179.12	532.177206122196	3.04129726360594	0.148325267084503	20.5042426242406	1.97317339304483e-93	4.21018244493288e-91
ENSMUSG00000030353.15	648.003294009876	2.66645758307198	0.13006244229401	20.5013648524636	2.09339090953798e-93	4.42111343415383e-91
ENSMUSG00000024812.11	1862.1804048824	2.05356743055505	0.1002122913132	20.4921712061937	2.52861484789747e-93	5.28633752595293e-91
ENSMUSG00000030093.7	370.131764512289	6.52201681357982	0.319108072991656	20.4382695568794	7.6400349904471e-93	1.58125804197284e-90
ENSMUSG00000071847.13	988.579701503532	2.16504205829299	0.106043670586147	20.4165137468924	1.19278573859851e-92	2.4442659833439e-90
ENSMUSG00000039457.4	329.159744657485	3.88101906524127	0.190754262776153	20.3456478967161	5.07372189160897e-92	1.02951786265324e-89
ENSMUSG00000028128.13	1810.1879322913	-2.09142842152991	0.102850681888484	-20.3346091939141	6.35437401122801e-92	1.27685901854744e-89
ENSMUSG00000022865.14	1036.2971671354	3.41154580154299	0.167864405748078	20.3232232964435	8.01378960181928e-92	1.59482118643128e-89
ENSMUSG00000102752.1	294.917984013135	4.09864196367586	0.202153492639334	20.2749005726472	2.14224373112657e-91	4.2226684288692e-89
ENSMUSG00000053030.11	725.623941487764	8.18096984602692	0.404247135237699	20.2375456321205	4.57386693025404e-91	8.93069092976113e-89
ENSMUSG00000029154.13	746.563367273642	8.32095780274183	0.411828843127025	20.2048932259349	8.86612140455246e-91	1.71497303467311e-88
ENSMUSG00000019996.17	308.314142412012	4.80550414684783	0.238047048987917	20.1872031906254	1.26844636242755e-90	2.43083651510768e-88
ENSMUSG00000022102.13	308.40996879082	5.62082694971728	0.278531397592888	20.1802274296304	1.46072593213359e-90	2.77363712085953e-88
ENSMUSG00000021182.16	303.964676987632	4.02354890095297	0.199480933585483	20.1700925929784	1.79302722921012e-90	3.37366223299654e-88
ENSMUSG00000022346.16	4868.86533020073	2.52689118012829	0.125490024730292	20.1361915862171	3.55655071171427e-90	6.63152523246398e-88
ENSMUSG00000028434.12	987.674919138478	2.52396966815828	0.126006328674152	20.030499219489	2.98649156771826e-89	5.51887642652365e-87
ENSMUSG00000042216.13	366.563549430791	3.35297196926059	0.167535241500245	20.0135323125772	4.19819312341227e-89	7.68938080312069e-87
ENSMUSG00000029449.11	352.196150843285	3.81380650929814	0.190640567734142	20.0052200569225	4.95992511426002e-89	9.00487456928418e-87
ENSMUSG00000024965.9	352.17345360484	5.43419361897621	0.272481276843396	19.9433652173446	1.71154010056733e-88	3.08032569229931e-86
ENSMUSG00000085925.3	339.092857768674	3.26093608523381	0.164702125750706	19.7989920917571	3.03709610257775e-87	5.4188601754355e-85
ENSMUSG00000031075.19	2040.04680272829	1.83752368440675	0.0929402830198209	19.7710145127799	5.29014294858292e-87	9.35812723135219e-85
ENSMUSG00000092586.8	2392.87015654447	11.0061699725725	0.563657993088672	19.5263264382398	6.5591436502319e-85	1.15046267905805e-82
ENSMUSG00000028954.11	2709.98734493917	1.81210793470549	0.0928895811153026	19.5081936310612	9.35290524375331e-85	1.62669814983161e-82
ENSMUSG00000027456.8	292.162715319596	5.89955891537312	0.30517815907272	19.3315240294353	2.91673652983206e-83	5.03064132982784e-81
ENSMUSG00000026638.15	457.448445520662	7.3298969805548	0.379384871946875	19.3204777590109	3.61291220347878e-83	6.17987139466118e-81
ENSMUSG00000044737.6	437.394502769636	7.18280131276296	0.37214829499011	19.3009115168829	5.27701052723993e-83	8.95231859690859e-81
ENSMUSG00000025481.12	250.308552545551	4.61764782456412	0.239287479418419	19.2974903483758	5.63818327011456e-83	9.48727472695618e-81
ENSMUSG00000035852.11	767.160895643364	8.71107541551544	0.452767989648453	19.239600887596	1.72531717570102e-82	2.87974916011968e-80
ENSMUSG00000002384.2	250.285773657285	4.44826524237368	0.231304320523305	19.2312241825396	2.02784457196944e-82	3.35762392848413e-80
ENSMUSG00000033491.13	661.811712972415	2.67744262400738	0.139366153016527	19.2115701413519	2.96171537816076e-82	4.86497009379311e-80
ENSMUSG00000040152.8	95092.372955516	-1.8736310120191	0.0977903407769713	-19.1596736153344	8.03756530631309e-82	1.30986999326584e-79
ENSMUSG00000006310.10	296.291413185984	5.6437938117421	0.295702372858294	19.0860619655789	3.29707465050076e-81	5.33121515948549e-79
ENSMUSG00000027377.2	380.008955409521	7.06056470867029	0.370650454866313	19.0491192334214	6.68169332061869e-81	1.0720233074174e-78
ENSMUSG00000034382.14	239.829736156246	4.17244410319905	0.219281801902359	19.0277718761949	1.00433137829681e-80	1.59897281050839e-78
ENSMUSG00000052180.15	292.822335267233	4.70444589079373	0.247603580618234	18.9999105790285	1.70835279082184e-80	2.69906700088852e-78
ENSMUSG00000003283.15	359.546929459243	3.51820555760702	0.185888645281293	18.9264145331908	6.91091164589381e-80	1.0835995328414e-77
ENSMUSG00000030168.13	2459.76634081745	2.07937701928129	0.109891172290252	18.9221479391365	7.49373996355897e-80	1.16614989493068e-77
ENSMUSG00000031298.15	2017.88506750836	-1.9458526416396	0.10296971508167	-18.8973295701193	1.19973057021209e-79	1.85304653818505e-77
ENSMUSG00000042367.12	553.078964104686	3.16409696100842	0.16801194861354	18.8325710588981	4.08440810540428e-79	6.26185144870759e-77
ENSMUSG00000026450.14	360.229378393693	6.9844617766129	0.371521938450952	18.799594461997	7.60959546234788e-79	1.15805733297216e-76
ENSMUSG00000025085.16	1483.57457393986	2.08915570811703	0.11120475870637	18.7865675212096	9.72709870794303e-79	1.46950191210436e-76
ENSMUSG00000028111.4	1459.19597129984	-1.73637727707859	0.0927313715884993	-18.7248096014784	3.1078065464502e-78	4.66103420955651e-76
ENSMUSG00000098678.1	271.527656679966	5.95347346717253	0.318472843687822	18.6938182804947	5.55884678350589e-78	8.2770828689368e-76
ENSMUSG00000023092.16	1708.90088937848	-1.72002217693827	0.0920553176048612	-18.6846585476062	6.59997885895991e-78	9.75712588884951e-76
ENSMUSG00000036473.16	1508.73350206754	1.84283226919322	0.098956015766075	18.6227411737104	2.10174922514701e-77	3.08509955410408e-75
ENSMUSG00000033361.13	591.331119256993	2.39740180553831	0.129053259216968	18.5768404462201	4.94792173479405e-77	7.21177015105862e-75
ENSMUSG00000027544.16	366.690366873598	7.09811427328151	0.382678828938461	18.548489585827	8.38759415663109e-77	1.21397228153702e-74
ENSMUSG00000087166.9	1534.22192795555	10.3636502189694	0.563657167583247	18.3864427084372	1.68691736955361e-75	2.42459227761466e-73
ENSMUSG00000047501.3	1467.29793570855	10.3008387384539	0.560727457210762	18.3704910576229	2.26354596862571e-75	3.23093868363079e-73
ENSMUSG00000006342.15	315.33614442459	3.44394093777356	0.188661749471922	18.2545796771916	1.90269480201065e-74	2.69726536419277e-72
ENSMUSG00000039621.13	362.298931794371	3.68040112342826	0.202687807906745	18.1579798086404	1.1103604137737e-73	1.56334214176016e-71
ENSMUSG00000031803.8	248.342317358308	5.61200626869383	0.309724276007733	18.1193619726266	2.24179562315043e-73	3.13503000083409e-71
ENSMUSG00000014846.12	536.261446804704	3.64862587123474	0.201386237508227	18.1175531971776	2.31671124894189e-73	3.21805186035909e-71
ENSMUSG00000028581.17	355.678621790997	7.14765310007886	0.395197000076664	18.0863040425213	4.08586923132985e-73	5.63768236538893e-71
ENSMUSG00000051375.15	329.06004340139	2.84661159676158	0.157396195549061	18.0856442357546	4.13506894510261e-73	5.66778291104561e-71
ENSMUSG00000000120.6	241.290638799025	5.29948952197658	0.293054809232126	18.0836121948059	4.29033317455466e-73	5.84190958643143e-71
ENSMUSG00000021895.10	538.305243873215	2.53001264254603	0.140240769718098	18.0404931292925	9.37040280507884e-73	1.26757664612233e-70
ENSMUSG00000020173.17	709.360181833043	2.19420532482994	0.121880938923147	18.0028587260353	1.85017759255747e-72	2.48656659955597e-70
ENSMUSG00000024529.14	35424.1577687084	-1.57570342034422	0.0876305039763094	-17.9812205664161	2.73407067959867e-72	3.65077811971959e-70
ENSMUSG00000051076.8	216.448439149423	4.73909096767924	0.26418006701475	17.9388665512551	5.86390277046584e-72	7.77982023335458e-70
ENSMUSG00000020782.18	808.779838640564	3.29939325618318	0.183935406877136	17.9377821388521	5.97944651314177e-72	7.8825862727704e-70
ENSMUSG00000011179.8	2561.83212534293	1.53477963791056	0.0856100195922856	17.9275702215685	7.18518296480308e-72	9.41213492547654e-70
ENSMUSG00000042306.11	689.60577307302	8.69344783514378	0.486068650571937	17.8852263459381	1.53727659046423e-71	2.00107003728543e-69
ENSMUSG00000073722.3	563.213789102676	8.26103291660581	0.462151935044253	17.8751451420728	1.84195323139883e-71	2.38268162689135e-69
ENSMUSG00000002228.7	243.689134533617	3.85413747244236	0.215959876067616	17.8465441943282	3.07484676762459e-71	3.95280146270348e-69
ENSMUSG00000026249.10	14774.0852486379	-1.90895592605516	0.107142072676839	-17.8170524273217	5.21109472318278e-71	6.65765601763667e-69
ENSMUSG00000030091.17	516.889835874476	8.13929420563219	0.458302378608639	17.7596595294624	1.4511212208841e-70	1.84256784715571e-68
ENSMUSG00000027220.2	979.415269462174	-2.22941332838562	0.125554051121341	-17.7566021046268	1.53234885725776e-70	1.93384294504048e-68
ENSMUSG00000000889.8	232.647968341154	5.12976918692763	0.289437854714355	17.7232145117651	2.77587185990308e-70	3.48195272026752e-68
ENSMUSG00000044641.7	284.911585562268	3.03328393460726	0.171156339648375	17.7222996287421	2.82139213918198e-70	3.51773211473792e-68
ENSMUSG00000026981.15	4976.13704536767	-1.67714451439752	0.0946459871319714	-17.7201861929863	2.9294117947723e-70	3.63054107283846e-68
ENSMUSG00000044393.15	322.346684835728	7.00233538129947	0.39710866126529	17.6332980474116	1.36752198652005e-69	1.68473824732175e-67
ENSMUSG00000025357.8	863.993644902066	2.0805857913247	0.118184896398213	17.6044981612063	2.27515192466368e-69	2.78632067365468e-67
ENSMUSG00000018411.17	225.115792997591	5.19816843129055	0.296276378052548	17.5449979018192	6.49552110423156e-69	7.90810589966357e-67
ENSMUSG00000028392.15	274.418564918551	6.50657962502254	0.371059031534245	17.5351603708965	7.72314157759583e-69	9.3477111831287e-67
ENSMUSG00000037465.10	1638.66045795244	1.82174714068419	0.103899922828347	17.533671740006	7.92805590760354e-69	9.53994029765526e-67
ENSMUSG00000050296.14	292.488651979088	6.67755748265658	0.381503056593631	17.503286978299	1.35234604390097e-68	1.6178905243132e-66
ENSMUSG00000036553.16	214.897938898847	3.47355576096894	0.198525404237438	17.4967822093667	1.51595239873459e-68	1.80319924118447e-66
ENSMUSG00000078670.3	304.327256875977	2.79112408275646	0.159627665023323	17.4852152498043	1.85710461741999e-68	2.19637110095666e-66
ENSMUSG00000024222.17	766.871332227148	2.11067995352353	0.121019698147229	17.4407967119183	4.04397037836624e-68	4.75557130233216e-66
ENSMUSG00000038028.9	845.48187235396	2.37663763571797	0.136392048583543	17.4250453776433	5.32661755711668e-68	6.22853127568609e-66
ENSMUSG00000054423.14	204.562932956427	4.21435699868292	0.242058446467352	17.4104934580391	6.86893077486724e-68	7.98686855322626e-66
ENSMUSG00000049044.16	228.848500838219	5.48849948174172	0.315580708295938	17.3917458750198	9.52869497350693e-68	1.10176201042834e-65
ENSMUSG00000023039.17	505.92899442389	3.37067714728487	0.194407163706572	17.3382352945203	2.42055007667987e-67	2.78322916316907e-65
ENSMUSG00000041649.13	477.605620022177	3.2850505584463	0.190068357184999	17.2835216082226	6.26060419260864e-67	7.15887983284094e-65
ENSMUSG00000022596.3	1258.16640543905	2.37202236414286	0.137389250903653	17.2649777805855	8.63370581660338e-67	9.81823127946374e-65
ENSMUSG00000032420.8	1375.9699688048	2.44296406174537	0.141586617289097	17.2542017636966	1.04049710884657e-66	1.17678517277582e-64
ENSMUSG00000026202.13	1818.53447123123	2.17812269134606	0.126307649971139	17.2445825082151	1.22897300924423e-66	1.38239425936565e-64
ENSMUSG00000092035.8	1381.78578633331	1.63795152338197	0.0949906644044209	17.2432894711466	1.25677687286101e-66	1.40602761824888e-64
ENSMUSG00000041605.16	271.494045889712	2.9817601728372	0.172946988398837	17.2408909830849	1.31002148763332e-66	1.45771584567456e-64
ENSMUSG00000092060.4	274.890311498025	4.31800526951245	0.251936053952953	17.1392907119153	7.55668425323622e-66	8.36367347535989e-64
ENSMUSG00000052397.8	2232.34874500812	1.91243870389752	0.111609754383572	17.1350498391475	8.12832496483484e-66	8.94850754240354e-64
ENSMUSG00000014602.15	2169.82427955596	-1.7683283795531	0.103635886544021	-17.0628962468708	2.80306508343881e-65	3.06957873184831e-63
ENSMUSG00000035773.6	205.897504651622	4.54773459260081	0.266625033129463	17.056667707539	3.11844240497904e-65	3.39696855030796e-63
ENSMUSG00000021696.9	314.396659167961	3.56032422091357	0.208871930626783	17.0454891197191	3.77572261460824e-65	4.09142046882444e-63
ENSMUSG00000038235.4	1196.50513487492	2.21923357691131	0.130632763429803	16.9883382900634	1.00187485411532e-64	1.07998978414712e-62
ENSMUSG00000041235.12	262.841192114006	2.95022417522462	0.173798307829084	16.9749879160269	1.25780162737573e-64	1.34884561045573e-62
ENSMUSG00000074743.4	2627.8301499432	-1.55523666811459	0.0918206275344506	-16.9377699747377	2.36937661155334e-64	2.52778287264534e-62
ENSMUSG00000028766.10	186.199692937855	4.68636253038673	0.276850040844465	16.9274402708849	2.82396393555319e-64	2.99731187559715e-62
ENSMUSG00000030411.16	268.211278978766	3.43309952427667	0.202910735017787	16.9192602056058	3.24480644190758e-64	3.42641627184496e-62
ENSMUSG00000034730.17	373.995064660826	7.43105336792159	0.439650899189728	16.9021680192556	4.33664305958417e-64	4.55611682254891e-62
ENSMUSG00000029168.14	543.039698040889	8.50154210964769	0.503183701421026	16.8955037407586	4.85549356237894e-64	5.07546213437156e-62
ENSMUSG00000029246.14	918.601632109342	2.06311118752183	0.122126839014872	16.8931842022915	5.05023203135277e-64	5.25249509311096e-62
ENSMUSG00000001021.13	204.315669524284	5.78139390509309	0.342502143803081	16.8798765487934	6.32770059187541e-64	6.54822095750227e-62
ENSMUSG00000003469.9	249.900410240487	6.54217183592736	0.389507987972039	16.7959888832806	2.61115910099769e-63	2.68871442354971e-61
ENSMUSG00000032561.15	198.609482293487	4.81238250132047	0.28673459536568	16.7834038134921	3.22792032584726e-63	3.30733994970598e-61
ENSMUSG00000049493.13	202.598072215027	4.76913021852423	0.285368796264491	16.7121643324451	1.06884677793039e-62	1.08974984053326e-60
ENSMUSG00000028518.8	725.934440450221	2.60320910592442	0.155903294440145	16.6975888179441	1.36469211525309e-62	1.38456042693104e-60
ENSMUSG00000049969.3	535.56977488019	2.17142860205651	0.130077582259798	16.6933345802786	1.46551735906091e-62	1.47960062343823e-60
ENSMUSG00000035834.11	556.368442271803	2.84446316933156	0.170417024514772	16.6911913726377	1.51908898252313e-62	1.52624197433404e-60
ENSMUSG00000003032.8	4600.97436691784	1.96172849777711	0.117534169094402	16.6907080119099	1.53143821908793e-62	1.53121627151994e-60
